job_title,experience_level,employment_type,company_size,company_location,industry,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
Data Analyst,Mid,Full-time,S,US,Retail,50,8.3,Masters,SQL,7,0,True,11.0,74697
Data Engineer,Senior,Full-time,M,AU,Consulting,0,11.9,Bachelors,Python,10,4,False,2.4,124995
AI Engineer,Mid,Contract,M,GB,Media,100,7.8,Bootcamp,Python,9,2,True,9.5,95475
Data Engineer,Entry,Full-time,L,IN,Technology,0,2.7,Bootcamp,Java,6,2,False,1.6,28433
Business Intelligence Analyst,Mid,Full-time,M,US,Manufacturing,100,6.8,PhD,SQL,5,2,True,9.7,90311
Data Science Manager,Lead,Full-time,L,CA,Retail,50,18.4,Bachelors,Scala,8,4,True,13.3,303837
Machine Learning Engineer,Senior,Full-time,M,PL,Healthcare,50,13.0,Self-taught,Python,5,1,True,21.1,62387
MLOps Engineer,Lead,Full-time,S,US,Technology,0,14.6,Masters,Scala,7,3,True,9.6,180699
Data Scientist,Mid,Full-time,M,US,Technology,0,5.5,Bachelors,R,11,1,True,8.8,146948
MLOps Engineer,Senior,Full-time,S,IN,Finance,100,8.4,Masters,Python,10,2,True,14.4,53366
Data Analyst,Mid,Full-time,S,IN,Finance,0,5.4,Masters,Python,12,2,True,11.1,23831
Machine Learning Engineer,Senior,Full-time,S,GB,Retail,0,10.3,Bachelors,Python,6,1,True,10.9,81506
Data Science Manager,Mid,Contract,L,IN,Technology,100,6.9,Masters,SQL,8,0,True,9.3,46762
Data Analyst,Lead,Full-time,M,IN,Manufacturing,0,12.0,Bachelors,Python,5,0,True,13.0,37470
LLM Engineer,Senior,Full-time,S,US,Finance,0,5.4,Masters,SQL,10,2,True,13.6,195100
Data Scientist,Mid,Full-time,S,IN,Retail,100,11.0,Masters,Python,11,2,False,4.2,25203
LLM Engineer,Entry,Full-time,L,BR,Technology,0,0.0,Masters,SQL,9,1,False,3.7,33860
Data Scientist,Mid,Full-time,L,BR,Healthcare,0,6.3,Bachelors,R,7,1,True,10.9,49142
Data Scientist,Senior,Full-time,M,GB,Retail,0,10.9,Bachelors,R,6,2,True,9.1,104982
Data Scientist,Senior,Full-time,M,BR,Consulting,50,9.9,Bachelors,Python,10,4,True,16.0,48052
MLOps Engineer,Mid,Full-time,L,US,Finance,0,4.0,Bootcamp,Python,7,6,True,7.4,122587
Data Engineer,Lead,Freelance,M,AU,Healthcare,50,12.8,Bootcamp,Python,10,2,True,9.7,137409
Data Analyst,Mid,Full-time,S,PL,Education,0,7.1,Bachelors,Python,11,2,False,2.0,23227
Analytics Engineer,Senior,Full-time,M,US,Technology,50,10.3,Masters,SQL,11,2,True,10.8,129545
Research Scientist,Entry,Full-time,M,US,Finance,50,0.0,Masters,Python,9,2,True,17.5,135513
Data Scientist,Entry,Full-time,L,CA,Retail,50,4.0,PhD,SQL,9,3,True,13.5,85211
AI Engineer,Mid,Full-time,M,US,Finance,0,6.3,Bootcamp,SQL,12,3,True,20.4,157330
Machine Learning Engineer,Entry,Full-time,L,US,Government,100,3.8,Bachelors,Python,6,2,False,1.8,91648
Business Intelligence Analyst,Lead,Full-time,L,PL,Consulting,100,16.5,PhD,,5,2,True,7.0,81781
Business Intelligence Analyst,Senior,Full-time,S,US,Finance,0,10.9,Masters,Python,3,2,False,0.8,108468
Machine Learning Engineer,Executive,Full-time,M,GB,Finance,0,18.4,Bachelors,Python,10,0,True,7.8,144564
AI Engineer,Senior,Full-time,M,US,Finance,0,10.9,Masters,Java,10,2,True,16.1,229569
Data Engineer,Mid,Full-time,M,IN,Government,50,6.9,PhD,Python,10,0,True,5.4,28373
Data Analyst,Mid,Full-time,L,DE,Finance,0,3.6,Bachelors,SQL,6,1,False,5.3,62856
MLOps Engineer,Mid,Freelance,M,IN,Finance,0,6.2,Bachelors,Python,9,1,True,15.5,25309
Research Scientist,Executive,Full-time,S,GB,Retail,50,22.1,Masters,Python,5,4,False,3.5,153114
Data Scientist,Senior,Full-time,S,IN,Healthcare,0,9.2,PhD,Python,6,2,True,16.2,37166
LLM Engineer,Senior,Full-time,L,DE,Healthcare,50,11.2,Bachelors,Python,7,2,True,7.9,149828
Computer Vision Engineer,Mid,Full-time,M,IN,Finance,100,2.3,Masters,Python,8,2,True,5.0,45645
Machine Learning Engineer,Senior,Full-time,L,US,Finance,50,8.6,Masters,SQL,3,2,True,8.2,231925
Data Engineer,Mid,Full-time,M,US,Manufacturing,0,6.4,Bachelors,Rust,6,1,False,1.2,119998
Data Analyst,Mid,Full-time,M,GB,Manufacturing,0,5.2,Bootcamp,Python,5,1,True,14.4,41077
Analytics Engineer,Mid,Full-time,M,US,Education,100,2.9,Masters,Python,2,2,False,1.9,69533
Data Analyst,Mid,Full-time,S,IN,Government,100,5.7,Masters,Python,6,1,True,12.9,26246
Business Intelligence Analyst,Mid,Full-time,L,FR,Media,0,3.8,Masters,Python,4,2,False,5.0,70134
Data Engineer,Mid,Full-time,M,SG,Healthcare,0,5.3,Masters,R,9,1,False,4.7,76327
Data Analyst,Entry,Full-time,M,IN,Technology,50,1.6,Bachelors,Python,8,1,False,3.4,19388
Data Science Manager,Senior,Full-time,L,US,Technology,0,9.2,PhD,Python,8,0,True,8.7,372347
Business Intelligence Analyst,Senior,Full-time,M,US,Finance,0,10.8,PhD,Python,9,0,True,9.8,144659
Data Engineer,Senior,Full-time,S,CA,Consulting,0,12.7,Masters,Python,6,2,True,5.3,106419
Data Analyst,Senior,Full-time,M,IN,Media,0,9.7,Self-taught,Python,4,2,True,16.7,29057
MLOps Engineer,Senior,Part-time,S,IN,Technology,50,11.7,Bootcamp,Python,6,2,False,5.5,24992
AI Engineer,Lead,Part-time,M,GB,Media,50,16.2,Masters,Rust,3,2,True,8.0,116255
LLM Engineer,Entry,Full-time,S,US,Technology,0,0.0,Masters,Python,11,1,False,2.2,73508
AI Engineer,Senior,Full-time,M,GB,Technology,100,11.4,Masters,SQL,5,3,True,8.4,133453
Data Engineer,Mid,Full-time,M,AU,Finance,0,4.4,Bachelors,SQL,7,1,True,4.3,127494
Machine Learning Engineer,Senior,Full-time,S,AU,Media,100,9.7,Bachelors,Python,8,3,True,5.0,150407
Data Engineer,Mid,Full-time,L,DE,Manufacturing,0,6.3,Masters,Python,6,0,False,2.4,91855
Data Analyst,Entry,Full-time,M,IN,Healthcare,50,0.2,Bachelors,Python,9,3,False,4.1,17715
Data Engineer,Mid,Full-time,M,US,Government,50,5.4,Bachelors,Scala,5,1,False,3.2,99728
MLOps Engineer,Mid,Freelance,M,US,Healthcare,0,4.4,Masters,Python,9,1,True,8.1,122628
Data Science Manager,Mid,Contract,M,US,Technology,100,7.5,Masters,Julia,7,1,False,4.8,113049
Business Intelligence Analyst,Entry,Contract,S,GB,Manufacturing,100,0.0,Masters,Python,4,0,False,4.8,30380
Data Analyst,Entry,Contract,S,AU,Consulting,50,0.8,Masters,SQL,7,0,True,17.1,33376
Analytics Engineer,Executive,Full-time,S,IN,Technology,100,23.1,Masters,Python,4,2,False,2.9,57216
Data Scientist,Entry,Full-time,M,US,Consulting,50,0.0,Self-taught,Python,2,0,True,14.7,88492
Business Intelligence Analyst,Mid,Full-time,M,IN,Consulting,50,6.5,Bachelors,Python,11,1,True,15.3,29454
Data Analyst,Mid,Contract,M,AU,Technology,50,5.0,Masters,Python,13,1,False,4.4,122308
Machine Learning Engineer,Mid,Part-time,L,DE,Technology,0,7.8,Bachelors,Python,9,0,True,14.2,89028
Data Scientist,Mid,Full-time,L,FR,Media,0,4.8,Self-taught,SQL,9,4,True,10.5,59322
Machine Learning Engineer,Mid,Full-time,L,AU,Media,50,5.8,Bachelors,Scala,15,2,True,10.7,84486
Data Science Manager,Mid,Full-time,L,IN,Government,0,7.2,Masters,Python,12,0,False,4.7,28504
Business Intelligence Analyst,Entry,Full-time,M,DE,Healthcare,100,3.9,Self-taught,Python,6,0,False,1.4,33522
Data Engineer,Senior,Full-time,L,US,Healthcare,100,11.3,Bachelors,Python,7,2,False,1.9,170490
Data Scientist,Mid,Full-time,M,US,Finance,0,2.8,Bachelors,Python,8,3,False,0.2,146434
AI Engineer,Senior,Full-time,S,DE,Healthcare,0,8.2,Masters,R,6,3,True,17.9,95693
MLOps Engineer,Entry,Freelance,S,CA,Finance,100,2.5,Masters,Python,3,3,False,1.2,57166
Business Intelligence Analyst,Mid,Full-time,M,GB,Healthcare,0,7.7,PhD,Python,6,4,False,3.5,56783
Analytics Engineer,Mid,Full-time,M,US,Consulting,100,7.2,Masters,Python,7,1,True,12.4,118810
Business Intelligence Analyst,Lead,Full-time,M,IN,Finance,0,15.9,Masters,Python,12,1,False,3.5,56554
Analytics Engineer,Senior,Full-time,L,FR,Healthcare,50,8.2,Bachelors,SQL,11,3,True,6.3,97560
Data Engineer,Entry,Full-time,L,US,Technology,50,0.0,Bachelors,Python,6,1,False,0.5,92247
Data Science Manager,Senior,Freelance,L,CA,Healthcare,0,9.2,Masters,Python,10,0,False,0.0,148261
Data Analyst,Entry,Full-time,S,PL,Technology,0,0.6,Masters,Python,7,0,True,12.1,25680
Machine Learning Engineer,Mid,Contract,L,US,Finance,0,4.6,Masters,Python,4,0,True,21.5,165744
AI Engineer,Mid,Full-time,S,US,Technology,100,4.2,Bachelors,Python,5,2,False,1.2,113000
AI Engineer,Mid,Full-time,S,DE,Government,50,4.9,Bachelors,Python,7,1,False,5.0,78384
MLOps Engineer,Entry,Full-time,M,US,Finance,0,1.2,Self-taught,Python,8,3,True,8.1,106841
AI Engineer,Entry,Full-time,M,IN,Healthcare,100,0.9,Bachelors,Java,12,7,True,6.6,27190
Data Scientist,Senior,Full-time,M,IN,Technology,100,9.7,Masters,Python,5,2,True,16.4,54357
LLM Engineer,Mid,Freelance,M,US,Technology,0,4.5,Self-taught,Python,8,1,True,11.0,119184
MLOps Engineer,Senior,Full-time,L,US,Technology,100,9.0,Masters,SQL,10,1,True,10.9,161529
Data Scientist,Lead,Full-time,M,IN,Retail,0,14.0,Masters,Python,7,4,False,1.7,49444
Research Scientist,Mid,Full-time,S,US,Consulting,0,7.7,Bachelors,Python,12,0,True,5.5,104857
Data Analyst,Entry,Full-time,M,US,Finance,100,2.5,Bootcamp,Julia,4,2,True,12.5,52500
Machine Learning Engineer,Mid,Full-time,L,DE,Education,0,4.1,PhD,Python,7,3,True,13.2,100791
Machine Learning Engineer,Mid,Full-time,S,US,Healthcare,0,6.3,PhD,Julia,4,0,True,15.2,132217
Data Analyst,Mid,Full-time,S,US,Consulting,50,7.2,Bootcamp,Scala,7,3,False,1.7,65521
Data Engineer,Entry,Full-time,M,CA,Retail,100,4.4,Masters,Scala,7,4,True,12.2,76860
Data Engineer,Senior,Full-time,L,US,Education,0,11.1,Masters,Python,7,1,False,4.6,157717
Analytics Engineer,Entry,Full-time,L,CA,Media,0,3.0,Masters,Python,7,1,True,12.1,56459
Data Scientist,Mid,Full-time,M,US,Finance,50,5.4,Bootcamp,Python,9,1,True,13.4,107505
Data Engineer,Entry,Full-time,M,CA,Government,0,3.0,Bachelors,Python,9,4,True,12.4,52328
Data Scientist,Senior,Full-time,M,ES,Consulting,100,8.0,Masters,SQL,10,2,False,2.7,89299
Research Scientist,Senior,Part-time,M,US,Healthcare,0,9.9,Masters,Python,7,4,True,5.4,67541
Computer Vision Engineer,Senior,Full-time,M,DE,Retail,50,12.5,Masters,Python,3,1,True,9.1,127189
AI Engineer,Entry,Full-time,L,FR,Healthcare,0,1.8,Bachelors,Python,5,2,True,16.9,47881
Computer Vision Engineer,Entry,Full-time,L,US,Manufacturing,50,2.9,PhD,Python,12,3,True,6.5,171744
AI Engineer,Entry,Full-time,S,FR,Technology,0,1.6,Bachelors,Python,8,0,True,8.0,67362
LLM Engineer,Entry,Full-time,M,US,Retail,100,1.2,Bachelors,Python,11,1,True,13.1,114050
Machine Learning Engineer,Entry,Contract,M,CA,Manufacturing,50,1.2,Bachelors,Python,8,1,True,12.5,61399
Business Intelligence Analyst,Senior,Full-time,M,US,Manufacturing,100,9.1,Bachelors,Python,6,2,False,0.9,109227
Data Scientist,Mid,Full-time,M,US,Finance,0,9.2,Bachelors,Java,8,0,False,2.8,141805
Machine Learning Engineer,Entry,Contract,S,US,Finance,50,1.4,Bootcamp,Python,7,2,False,1.2,68905
Data Engineer,Entry,Full-time,M,NL,Healthcare,0,0.0,Masters,Julia,5,1,True,12.6,59699
Data Analyst,Senior,Full-time,M,AU,Technology,0,6.6,Bachelors,Python,8,2,False,2.7,73331
AI Engineer,Executive,Full-time,M,CA,Healthcare,50,20.9,Bachelors,SQL,8,2,True,15.2,161922
Data Scientist,Lead,Full-time,L,SG,Media,50,12.4,Self-taught,Python,10,5,True,8.0,161871
Business Intelligence Analyst,Entry,Full-time,L,DE,Consulting,50,,Bachelors,SQL,10,1,False,2.2,53726
Data Engineer,Senior,Full-time,M,ES,Manufacturing,0,13.7,Masters,Java,4,4,True,7.9,71369
Data Scientist,Senior,Full-time,S,CA,Finance,0,4.6,Bootcamp,Python,5,1,True,7.5,116876
Data Analyst,Senior,Full-time,M,US,Technology,0,9.1,Masters,Python,4,5,True,7.6,141600
Data Engineer,Mid,Full-time,M,US,Technology,0,5.2,PhD,Python,9,2,True,9.0,154662
Data Engineer,Executive,Full-time,M,ES,Finance,50,17.5,PhD,Scala,8,1,True,20.3,190222
Data Scientist,Mid,Full-time,M,US,Government,50,3.8,Bootcamp,Python,7,2,True,11.5,91455
Data Analyst,Executive,Full-time,S,NL,Consulting,100,19.2,Masters,SQL,8,4,True,2.7,110526
AI Engineer,Mid,Full-time,S,US,Technology,0,5.9,Masters,Python,6,3,False,2.3,138558
Data Analyst,Mid,Contract,S,US,Healthcare,0,5.7,PhD,R,7,0,True,5.4,85239
Data Engineer,Senior,Freelance,L,US,Technology,0,10.3,PhD,SQL,7,6,False,3.2,162004
Research Scientist,Senior,Full-time,M,IN,Government,0,8.3,PhD,Java,9,1,True,14.4,51943
Analytics Engineer,Lead,Full-time,M,ES,Healthcare,50,15.4,PhD,SQL,8,1,False,4.2,113330
AI Engineer,Lead,Contract,M,FR,Technology,50,13.2,Self-taught,Java,13,3,False,4.4,119846
Machine Learning Engineer,Mid,Full-time,S,US,Government,0,7.3,Bachelors,R,10,1,True,7.8,98144
Machine Learning Engineer,Mid,Full-time,M,US,Technology,0,5.7,Masters,R,6,0,True,5.7,181438
Data Engineer,Lead,Full-time,M,IN,Government,100,15.1,Self-taught,Python,11,1,True,15.7,41126
Data Science Manager,Entry,Freelance,S,PL,Technology,0,3.5,Masters,SQL,8,1,True,12.5,46677
Data Scientist,Mid,Full-time,M,BR,Technology,0,6.9,Bootcamp,Java,8,3,False,5.1,36551
LLM Engineer,Senior,Full-time,S,ES,Retail,100,10.3,Bootcamp,R,10,0,True,9.2,93575
Data Engineer,Lead,Full-time,S,AU,Technology,100,13.5,Masters,SQL,9,0,True,10.7,122655
Business Intelligence Analyst,Mid,Full-time,M,US,Education,0,7.3,PhD,Python,5,4,True,5.6,70032
Computer Vision Engineer,Senior,Freelance,M,US,Healthcare,50,9.0,PhD,SQL,8,1,True,16.2,172765
AI Engineer,Senior,Full-time,S,IN,Technology,0,9.4,Bachelors,Python,10,3,True,11.5,55431
LLM Engineer,Senior,Full-time,L,IN,Technology,0,9.7,Bachelors,Scala,3,3,True,11.6,54128
Business Intelligence Analyst,Entry,Full-time,M,US,Technology,50,0.0,Bachelors,R,15,0,False,0.1,54849
Data Engineer,Entry,Full-time,S,IN,Retail,100,2.4,Masters,SQL,10,1,False,0.0,18196
Data Scientist,Lead,Contract,M,US,Healthcare,50,14.7,Bachelors,Python,7,2,True,11.0,198639
Data Science Manager,Mid,Full-time,M,FR,Technology,100,7.5,Bootcamp,Python,13,3,False,0.9,97056
MLOps Engineer,Entry,Full-time,L,US,Finance,100,2.6,Bachelors,Python,10,0,True,12.3,127456
Business Intelligence Analyst,Senior,Full-time,S,US,Technology,100,12.4,Bachelors,Julia,9,1,True,10.4,104457
Data Scientist,Lead,Contract,M,CA,Technology,0,15.4,Bootcamp,R,6,3,False,1.9,112331
Analytics Engineer,Senior,Full-time,M,FR,Consulting,0,8.8,Bachelors,SQL,8,1,True,9.8,66438
Analytics Engineer,Entry,Contract,M,FR,Technology,100,2.4,Masters,SQL,10,1,True,5.6,41090
Analytics Engineer,Senior,Full-time,S,US,Technology,0,10.2,Bachelors,Julia,11,3,True,10.9,141629
Data Science Manager,Senior,Full-time,L,IN,Consulting,0,10.4,Masters,Python,7,1,True,15.9,49419
Computer Vision Engineer,Entry,Full-time,M,IN,Consulting,0,3.7,Bachelors,Python,11,3,True,13.6,19450
Business Intelligence Analyst,Lead,Full-time,M,ES,Government,0,15.1,Masters,SQL,9,2,True,6.7,59234
Data Engineer,Mid,Full-time,S,GB,Consulting,50,5.5,Bachelors,SQL,10,1,False,4.2,56879
Data Analyst,Senior,Contract,L,FR,Technology,0,9.3,PhD,R,8,4,False,0.2,94764
Machine Learning Engineer,Mid,Full-time,M,GB,Consulting,0,3.1,Masters,Python,5,3,True,11.7,72977
Data Scientist,Executive,Full-time,S,IN,Retail,100,19.4,Masters,Python,11,6,True,15.1,38161
AI Engineer,Mid,Full-time,S,CA,Finance,0,8.9,Masters,Python,6,2,True,10.5,127553
Data Engineer,Senior,Full-time,L,US,Finance,0,11.7,Masters,Python,10,5,False,1.8,213832
Data Scientist,Entry,Full-time,L,US,Technology,50,1.1,Bachelors,Python,13,1,True,12.3,85860
Computer Vision Engineer,Senior,Full-time,S,AU,Technology,100,12.6,Bachelors,SQL,10,0,True,15.6,146664
Machine Learning Engineer,Mid,Full-time,L,US,Finance,50,7.9,Bachelors,Python,13,3,True,10.5,182504
Business Intelligence Analyst,Senior,Full-time,M,IN,Technology,50,13.5,Bachelors,SQL,11,1,True,2.6,46983
AI Engineer,Mid,Full-time,S,CA,Retail,50,7.5,Masters,Python,9,2,True,16.8,59209
Data Engineer,Mid,Full-time,M,US,Media,0,3.1,Bachelors,Scala,8,1,True,14.6,90450
Data Analyst,Mid,Full-time,M,GB,Healthcare,0,9.0,Self-taught,SQL,11,0,True,16.0,65576
MLOps Engineer,Mid,Full-time,M,IN,Education,50,3.8,Masters,Python,12,0,False,0.1,24610
Data Analyst,Senior,Full-time,M,US,Consulting,0,11.3,Bachelors,Python,8,1,True,10.5,101739
Computer Vision Engineer,Senior,Full-time,L,DE,Finance,100,12.5,Self-taught,Python,4,3,True,4.6,126542
LLM Engineer,Mid,Full-time,S,US,Healthcare,100,5.0,Masters,R,11,5,True,15.8,141393
AI Engineer,Lead,Contract,M,NL,Retail,0,16.5,Bachelors,SQL,12,2,True,6.7,148455
MLOps Engineer,Lead,Part-time,L,FR,Technology,50,12.3,PhD,Scala,5,2,False,2.1,89572
Data Analyst,Senior,Full-time,L,GB,Technology,50,11.6,Bachelors,Python,10,1,False,2.4,119791
Machine Learning Engineer,Executive,Full-time,L,ES,Healthcare,0,20.2,Bachelors,Rust,6,3,True,14.7,119024
Analytics Engineer,Entry,Full-time,M,US,Healthcare,50,3.7,Masters,Python,10,3,True,14.9,60890
Data Analyst,Executive,Full-time,M,CA,Consulting,0,18.3,Masters,SQL,11,0,False,0.2,106567
Data Engineer,Mid,Contract,M,NL,Government,0,4.6,Masters,Java,8,0,True,13.9,106877
Computer Vision Engineer,Entry,Full-time,M,US,Technology,100,2.6,Masters,SQL,7,3,True,9.3,96988
Machine Learning Engineer,Mid,Full-time,L,US,Retail,100,11.0,Bachelors,Python,14,0,True,9.2,109405
Data Scientist,Senior,Full-time,S,US,Media,0,7.8,Bootcamp,Python,5,2,True,9.1,83616
Data Engineer,Senior,Full-time,S,BR,Technology,0,4.8,Bachelors,Python,4,0,False,1.9,38169
Data Analyst,Executive,Freelance,L,US,Retail,0,22.1,Masters,Python,6,2,False,0.6,181708
Data Scientist,Senior,Full-time,S,CA,Finance,0,9.3,Masters,Python,7,0,True,9.1,114661
Data Science Manager,Senior,Full-time,M,US,Retail,50,12.2,Self-taught,SQL,9,0,True,9.1,110384
Machine Learning Engineer,Senior,Full-time,M,IN,Consulting,0,9.9,Masters,SQL,7,1,True,10.4,38776
Machine Learning Engineer,Senior,Full-time,S,AU,Consulting,0,10.0,Bachelors,Scala,7,2,True,9.6,107752
Data Scientist,Mid,Full-time,L,GB,Healthcare,50,6.9,PhD,SQL,10,3,True,6.8,95418
Data Engineer,Senior,Full-time,M,AU,Education,100,10.4,Masters,Python,4,3,True,9.4,90663
Data Scientist,Lead,Full-time,S,SG,Technology,100,14.6,Masters,Rust,10,3,True,11.4,149846
Data Scientist,Mid,Full-time,M,US,Retail,50,3.9,Masters,Python,11,2,True,7.5,99259
AI Engineer,Mid,Full-time,L,IN,Technology,50,6.6,Bootcamp,Python,5,2,True,13.0,50502
Business Intelligence Analyst,Entry,Full-time,L,IN,Technology,0,0.4,Masters,SQL,8,4,True,12.7,21891
Data Analyst,Entry,Full-time,S,GB,Consulting,50,2.0,Bachelors,Python,4,1,True,8.3,53393
AI Engineer,Entry,Part-time,M,US,Government,50,2.8,Bachelors,Java,11,2,True,8.3,41060
Machine Learning Engineer,Entry,Full-time,M,US,Energy,0,5.0,Bachelors,Python,9,0,False,3.6,104531
Research Scientist,Mid,Contract,M,BR,Technology,100,6.7,Masters,Java,11,0,True,9.0,49738
Computer Vision Engineer,Senior,Full-time,S,US,Education,50,10.8,Bachelors,Python,6,3,True,7.3,90796
Data Analyst,Mid,Full-time,M,US,Manufacturing,100,7.3,Bootcamp,Python,9,1,True,0.5,57840
AI Engineer,Senior,Freelance,M,US,Technology,0,11.5,Bootcamp,Python,8,3,True,16.8,139279
Business Intelligence Analyst,Senior,Full-time,M,BR,Finance,100,10.3,Masters,Java,13,0,True,14.1,27931
AI Engineer,Entry,Full-time,S,US,Government,0,1.9,Bootcamp,Python,4,6,True,12.6,67291
Data Engineer,Senior,Full-time,M,GB,Healthcare,100,11.4,PhD,Python,9,4,False,1.9,112044
Data Scientist,Entry,Full-time,M,NL,Technology,100,0.4,Self-taught,SQL,6,1,True,7.9,86568
AI Engineer,Mid,Full-time,M,GB,Technology,100,7.6,Masters,Java,7,1,True,9.4,114786
Machine Learning Engineer,Senior,Part-time,S,SG,Technology,0,10.9,Bachelors,Python,9,0,True,2.8,48645
Data Engineer,Mid,Full-time,M,IN,Technology,100,10.1,PhD,Java,7,1,True,9.0,46417
Data Engineer,Mid,Full-time,M,IN,Consulting,50,6.7,Bachelors,Python,9,0,False,1.8,28850
Data Scientist,Mid,Full-time,M,US,Healthcare,50,6.6,Masters,SQL,7,2,True,10.9,121223
Data Engineer,Lead,Full-time,M,DE,Retail,0,14.3,Bachelors,Python,8,0,True,7.6,164552
AI Engineer,Senior,Full-time,L,US,Manufacturing,100,8.1,Masters,Python,8,2,True,15.0,203941
Data Science Manager,Senior,Full-time,S,GB,Technology,0,7.7,Masters,Python,9,3,True,6.4,107311
LLM Engineer,Senior,Full-time,S,CA,Manufacturing,50,10.2,Bachelors,Python,9,2,True,22.5,110538
Data Engineer,Senior,Full-time,S,GB,Manufacturing,50,15.2,Bachelors,R,8,3,True,17.9,86665
Business Intelligence Analyst,Senior,Full-time,M,NL,Technology,100,10.6,Bachelors,Python,5,0,True,16.1,109302
Machine Learning Engineer,Senior,Full-time,L,US,Retail,0,11.5,Masters,SQL,5,5,True,16.6,172595
Data Engineer,Mid,Full-time,M,US,Manufacturing,0,6.1,Bootcamp,Scala,12,0,False,0.0,73707
Machine Learning Engineer,Lead,Full-time,M,FR,Finance,100,15.3,Masters,SQL,6,5,True,11.1,167404
Data Engineer,Entry,Full-time,L,DE,Finance,0,3.5,Bachelors,Julia,9,2,True,7.6,77332
Data Engineer,Senior,Full-time,M,US,Technology,50,8.9,Bachelors,Python,10,1,True,13.5,230279
LLM Engineer,Entry,Freelance,S,GB,Finance,100,1.5,Bachelors,Python,9,0,True,14.1,49909
AI Engineer,Mid,Full-time,M,US,Education,50,6.2,Bachelors,R,4,0,True,13.9,87623
Data Science Manager,Entry,Full-time,S,AU,Technology,0,2.3,Bachelors,Python,7,1,False,1.2,69048
Research Scientist,Senior,Full-time,M,DE,Manufacturing,50,9.8,Bootcamp,Julia,12,1,True,15.3,95860
Data Science Manager,Senior,Full-time,L,CA,Energy,100,11.1,Masters,Python,5,1,False,4.6,180130
Machine Learning Engineer,Lead,Full-time,M,SG,Energy,100,12.0,Bootcamp,Python,11,3,True,11.0,142673
AI Engineer,Mid,Contract,M,US,Government,50,7.1,Masters,Python,6,2,True,7.2,100049
Data Science Manager,Senior,Contract,S,GB,Technology,0,9.3,Self-taught,Python,5,2,True,10.3,99563
Business Intelligence Analyst,Mid,Part-time,M,PL,Technology,0,7.9,PhD,Python,9,0,False,6.5,22142
Data Engineer,Mid,Full-time,L,BR,Education,0,4.6,Masters,Scala,8,4,True,14.2,37823
Data Engineer,Senior,Full-time,L,GB,Technology,50,10.7,Bachelors,Python,10,0,True,7.1,152645
Analytics Engineer,Executive,Full-time,M,IN,Manufacturing,50,19.4,Masters,Python,10,3,False,4.5,52121
AI Engineer,Entry,Full-time,M,US,Media,50,1.8,Bachelors,Scala,14,2,True,14.6,113803
Data Scientist,Mid,Full-time,M,AU,Technology,0,5.3,Masters,Python,3,0,False,2.5,134847
Data Science Manager,Entry,Full-time,M,US,Government,0,4.0,Bachelors,SQL,7,1,True,6.8,85364
Machine Learning Engineer,Mid,Contract,M,GB,Technology,100,7.1,PhD,Python,6,0,True,8.3,119763
Data Analyst,Entry,Full-time,M,DE,Manufacturing,0,2.8,Bootcamp,Python,7,0,False,0.7,39712
MLOps Engineer,Entry,Full-time,S,US,Technology,100,3.2,Masters,Python,16,0,True,11.7,81150
LLM Engineer,Executive,Contract,S,US,Government,50,20.9,Masters,Python,5,2,True,12.5,172489
Data Engineer,Entry,Full-time,M,PL,Healthcare,0,1.3,Bootcamp,Python,8,1,True,8.4,30275
MLOps Engineer,Entry,Full-time,M,DE,Finance,100,0.8,Masters,SQL,7,2,True,13.8,78356
Data Analyst,Mid,Full-time,M,CA,Technology,0,5.2,Bachelors,,7,1,True,14.6,90813
Analytics Engineer,Lead,Full-time,S,IN,Retail,50,14.3,Bachelors,Java,8,4,True,4.1,42378
Machine Learning Engineer,Mid,Full-time,M,FR,Technology,0,7.0,PhD,Python,4,3,True,3.3,91774
Data Engineer,Lead,Full-time,S,IN,Technology,50,13.5,Masters,Python,5,2,True,5.6,39481
Data Scientist,Mid,Contract,M,PL,Technology,0,8.3,Bachelors,SQL,5,3,True,16.5,67720
Data Engineer,Mid,Full-time,M,ES,Technology,100,6.5,Masters,Python,11,1,False,0.0,77397
Data Scientist,Senior,Full-time,S,CA,Education,0,9.4,Bachelors,SQL,7,0,True,11.7,80515
Data Engineer,Mid,Full-time,M,BR,Technology,100,4.8,Bachelors,SQL,7,1,True,11.6,38223
AI Engineer,Entry,Full-time,L,IN,Healthcare,100,0.0,Bachelors,Python,8,1,True,11.5,25281
MLOps Engineer,Mid,Full-time,M,US,Manufacturing,100,1.8,Masters,SQL,10,1,True,12.3,95754
Data Engineer,Mid,Full-time,L,US,Consulting,50,7.0,PhD,,13,2,True,11.6,153321
AI Engineer,Entry,Freelance,M,IN,Technology,0,0.8,Masters,Python,9,0,False,0.0,22787
Machine Learning Engineer,Mid,Full-time,M,US,Healthcare,50,7.1,Masters,SQL,5,4,True,13.2,118793
Analytics Engineer,Entry,Full-time,S,GB,Healthcare,0,3.6,Bachelors,Python,8,0,False,0.5,38589
AI Engineer,Mid,Full-time,M,US,Consulting,100,1.9,Bachelors,Julia,9,0,True,9.7,129909
Machine Learning Engineer,Senior,Full-time,L,AU,Finance,0,6.8,Masters,Python,7,1,False,3.4,114802
