job_title,experience_level,employment_type,company_size,industry,company_location_name,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
Data Analyst,Mid,Full-time,L,Finance,United States,50,5,Masters,SQL,3,1,True,9,124228
Computer Vision Engineer,Mid,Full-time,S,Finance,Australia,0,6,Bachelors,Python,13,3,True,13,104900
Data Analyst,Entry,Full-time,S,Healthcare,Germany,100,3,Masters,Python,4,1,True,16,48541
Data Scientist,Lead,Full-time,S,Media,Great Britain,0,14,Bachelors,Python,10,1,True,17,110987
Research Scientist,Mid,Contract,M,Consulting,Canada,100,3,PhD,SQL,7,1,True,14,100809
Data Engineer,Mid,Contract,M,Technology,Great Britain,100,5,Bachelors,SQL,7,1,True,11,92552
AI Engineer,Entry,Full-time,M,Media,India,100,1,Masters,SQL,7,2,True,11,27981
Data Engineer,Senior,Full-time,M,Consulting,United States,100,11,Masters,Scala,6,3,True,12,112851
Data Analyst,Mid,Full-time,S,Healthcare,Australia,100,9,Masters,Python,5,1,False,4,78248
Business Intelligence Analyst,Mid,Full-time,M,Technology,Netherlands,100,7,Masters,Python,9,0,True,15,47433
LLM Engineer,Senior,Full-time,M,Finance,India,100,15,Bachelors,SQL,9,2,True,4,59255
Data Engineer,Mid,Part-time,M,Retail,Australia,50,3,PhD,SQL,6,2,True,7,67581
Data Engineer,Lead,Full-time,M,Technology,Spain,0,15,Bootcamp,R,8,2,True,10,81780
Analytics Engineer,Entry,Full-time,M,Retail,United States,50,3,Bachelors,Python,10,0,True,13,84892
Machine Learning Engineer,Mid,Full-time,L,Technology,Singapore,50,7,PhD,Scala,11,0,True,2,99721
MLOps Engineer,Senior,Full-time,M,Manufacturing,India,0,6,PhD,Java,10,1,False,1,46738
Computer Vision Engineer,Entry,Full-time,L,Technology,United States,0,3,Bachelors,Python,8,0,True,13,96163
LLM Engineer,Lead,Freelance,M,Technology,Germany,50,15,Bachelors,R,9,3,True,21,109074
AI Engineer,Lead,Part-time,M,Finance,Australia,50,15,PhD,Python,8,0,True,13,115713
Analytics Engineer,Mid,Full-time,L,Consulting,Great Britain,0,5,Masters,SQL,8,1,True,10,85859
Data Analyst,Mid,Freelance,S,Consulting,United States,50,7,Bachelors,Python,9,2,False,1,62620
LLM Engineer,Mid,Full-time,S,Retail,Netherlands,0,4,Bachelors,Python,8,1,True,14,85637
Data Analyst,Mid,Full-time,M,Technology,France,50,4,Masters,Python,6,2,True,14,60639
Machine Learning Engineer,Mid,Contract,L,Technology,Germany,0,6,Bachelors,Python,9,1,False,2,91087
AI Engineer,Mid,Full-time,M,Finance,France,50,6,Masters,R,8,2,True,7,117724
Data Engineer,Entry,Full-time,L,Technology,Canada,0,1,Bachelors,R,7,3,False,1,102895
LLM Engineer,Lead,Full-time,M,Technology,Canada,50,12,Self-taught,SQL,4,4,True,7,135603
AI Engineer,Senior,Freelance,M,Finance,Germany,0,11,PhD,Python,4,0,True,13,93032
Computer Vision Engineer,Mid,Part-time,S,Finance,Australia,100,8,Bootcamp,Java,4,1,True,8,57978
Data Analyst,Senior,Full-time,M,Healthcare,Australia,50,10,PhD,SQL,7,0,False,2,105014
MLOps Engineer,Entry,Full-time,M,Media,United States,50,0,Bachelors,Python,8,1,True,22,67419
Data Analyst,Entry,Full-time,M,Technology,United States,100,3,Masters,Python,9,0,True,9,67833
Data Analyst,Senior,Full-time,M,Finance,United States,100,10,Bootcamp,Java,6,3,False,3,107804
Machine Learning Engineer,Senior,Full-time,M,Government,Brazil,50,12,Bachelors,Python,9,1,False,3,38757
Business Intelligence Analyst,Mid,Full-time,M,Technology,Spain,0,8,Bootcamp,Python,9,1,True,13,35541
Machine Learning Engineer,Senior,Full-time,S,Technology,United States,0,11,Masters,R,12,1,True,12,213816
AI Engineer,Senior,Contract,M,Energy,Great Britain,50,11,Masters,Python,9,0,False,1,117511
Data Science Manager,Senior,Full-time,S,Retail,United States,0,9,Bachelors,Python,8,1,True,17,103983
Data Analyst,Executive,Full-time,M,Healthcare,Great Britain,0,19,Bachelors,SQL,8,4,True,11,87109
LLM Engineer,Entry,Full-time,S,Technology,United States,50,4,Bachelors,SQL,10,2,False,4,118289
Analytics Engineer,Senior,Full-time,M,Manufacturing,United States,100,12,Masters,Python,9,2,True,10,128794
Research Scientist,Mid,Full-time,M,Finance,United States,0,9,Masters,SQL,14,4,True,14,101676
Data Engineer,Mid,Part-time,L,Finance,United States,50,9,Bachelors,SQL,9,2,False,2,64622
Business Intelligence Analyst,Senior,Full-time,L,Healthcare,Great Britain,100,14,Masters,Python,2,2,True,6,126066
Data Science Manager,Executive,Contract,M,Consulting,Great Britain,50,15,PhD,Python,5,2,False,0,181836
Data Engineer,Mid,Full-time,S,Retail,Spain,100,4,Masters,Rust,7,2,True,6,52572
Machine Learning Engineer,Entry,Contract,M,Media,Brazil,100,5,Bootcamp,Python,8,3,False,4,14786
MLOps Engineer,Lead,Full-time,S,Retail,United States,50,16,Masters,Python,6,0,False,1,177537
Machine Learning Engineer,Mid,Full-time,S,Technology,United States,100,7,Bachelors,Python,7,1,False,2,109416
Data Analyst,Mid,Full-time,L,Healthcare,Great Britain,0,5,Bachelors,Python,6,1,True,11,69595
Business Intelligence Analyst,Mid,Full-time,L,Manufacturing,Great Britain,100,4,Bachelors,Python,7,1,True,9,58551
Research Scientist,Entry,Full-time,S,Media,United States,0,2,Bootcamp,Python,14,1,False,2,73556
Machine Learning Engineer,Entry,Full-time,M,Manufacturing,Poland,50,1,PhD,Python,6,0,True,9,47722
Machine Learning Engineer,Entry,Full-time,L,Technology,India,0,4,Bachelors,Rust,8,0,False,1,41201
Research Scientist,Entry,Freelance,M,Retail,United States,100,0,Bachelors,Python,7,3,True,18,75899
Data Engineer,Entry,Full-time,M,Technology,Great Britain,50,3,PhD,Python,9,2,False,2,71281
AI Engineer,Senior,Full-time,S,Retail,United States,50,10,PhD,Python,4,4,False,2,168759
Data Scientist,Mid,Full-time,M,Technology,United States,100,7,Bachelors,Python,7,3,True,8,118646
Data Engineer,Entry,Full-time,M,Government,Brazil,100,3,Bootcamp,Python,14,2,False,1,17368
LLM Engineer,Lead,Full-time,M,Finance,Germany,0,15,Masters,SQL,7,2,True,10,149822
Data Scientist,Executive,Freelance,M,Healthcare,United States,0,20,Bachelors,Python,5,2,True,0,154355
MLOps Engineer,Lead,Full-time,L,Manufacturing,United States,100,14,Bachelors,Python,8,5,True,6,230471
MLOps Engineer,Mid,Freelance,S,Media,Netherlands,50,6,Self-taught,Scala,8,0,False,4,47062
Analytics Engineer,Mid,Contract,M,Consulting,United States,0,6,Bachelors,Python,4,2,False,3,95038
Data Scientist,Senior,Contract,M,Finance,India,100,14,Self-taught,SQL,9,4,True,9,35863
LLM Engineer,Senior,Full-time,L,Energy,Great Britain,0,12,PhD,Python,11,5,False,6,140567
Data Analyst,Senior,Full-time,S,Technology,Netherlands,0,9,Bachelors,Python,10,1,True,8,61922
Data Analyst,Mid,Full-time,M,Retail,United States,50,4,Bachelors,Python,6,3,True,12,73523
Data Scientist,Lead,Full-time,M,Technology,United States,100,17,Masters,Python,6,2,True,9,194810
AI Engineer,Senior,Full-time,M,Energy,India,0,12,PhD,SQL,9,3,True,10,48633
MLOps Engineer,Senior,Full-time,M,Technology,Germany,0,8,Masters,SQL,10,1,False,3,106719
Research Scientist,Mid,Full-time,M,Technology,India,0,7,Bachelors,Python,10,0,True,11,41570
Computer Vision Engineer,Mid,Full-time,M,Technology,Australia,0,8,Bachelors,Python,8,1,True,12,104683
Data Engineer,Senior,Full-time,M,Technology,Canada,100,9,PhD,Python,8,0,True,13,141491
Data Scientist,Entry,Full-time,M,Media,Canada,0,7,Masters,Python,9,0,True,12,53807
Data Engineer,Mid,Full-time,M,Technology,United States,100,7,Masters,Python,5,2,False,4,118442
Data Analyst,Entry,Full-time,M,Education,United States,0,3,Masters,Python,9,0,False,4,48150
MLOps Engineer,Entry,Full-time,L,Consulting,United States,0,1,Masters,Python,11,3,False,2,139348
Analytics Engineer,Lead,Full-time,S,Consulting,United States,100,16,Masters,R,9,2,True,20,241164
Machine Learning Engineer,Lead,Full-time,L,Finance,United States,0,18,Masters,SQL,4,2,True,6,217905
Data Analyst,Entry,Full-time,M,Consulting,India,100,0,Bachelors,R,13,1,False,2,15504
Machine Learning Engineer,Mid,Full-time,L,Manufacturing,United States,100,7,Bachelors,Python,12,3,True,15,106277
Research Scientist,Mid,Full-time,M,Technology,United States,100,8,Masters,Rust,3,4,True,14,150981
Data Analyst,Entry,Full-time,L,Healthcare,Great Britain,100,5,Masters,Java,5,0,True,17,48751
Machine Learning Engineer,Mid,Full-time,M,Media,United States,0,5,Bootcamp,Python,7,1,False,1,94711
Data Analyst,Entry,Full-time,M,Technology,Australia,0,0,Masters,Python,8,3,True,14,66700
Analytics Engineer,Mid,Full-time,S,Finance,India,50,10,Bachelors,Python,7,0,False,1,24507
Machine Learning Engineer,Mid,Freelance,L,Technology,Germany,100,9,Masters,SQL,9,6,True,7,98891
Machine Learning Engineer,Lead,Full-time,S,Education,Brazil,100,11,Masters,Python,6,4,False,2,45783
Machine Learning Engineer,Mid,Full-time,M,Technology,United States,0,6,Masters,Python,12,0,True,12,195571
Data Engineer,Mid,Full-time,M,Technology,Netherlands,0,8,Masters,Python,7,0,False,0,92398
Business Intelligence Analyst,Mid,Full-time,M,Technology,Canada,50,8,Bachelors,Python,10,5,False,2,86395
Data Scientist,Senior,Full-time,M,Technology,India,100,10,Masters,SQL,4,3,True,7,33088
Data Analyst,Mid,Part-time,S,Technology,United States,50,7,Bachelors,Python,9,2,False,0,55483
Data Engineer,Mid,Full-time,M,Technology,United States,100,7,Masters,SQL,9,3,True,14,181305
Data Analyst,Mid,Full-time,M,Technology,United States,0,5,PhD,Python,4,0,False,4,113942
MLOps Engineer,Entry,Full-time,L,Healthcare,India,50,2,Masters,Python,13,1,True,20,31292
Data Scientist,Senior,Full-time,M,Healthcare,United States,100,12,Masters,Python,11,3,False,2,186850
AI Engineer,Senior,Full-time,M,Finance,United States,0,9,Bachelors,SQL,13,4,True,11,164410
Analytics Engineer,Mid,Full-time,M,Finance,India,0,5,Bachelors,Python,9,1,True,8,34934
Data Analyst,Executive,Full-time,M,Consulting,Great Britain,0,20,Masters,Python,4,1,True,11,115289
Data Analyst,Executive,Full-time,L,Consulting,United States,0,19,Masters,Python,12,2,False,2,181876
Machine Learning Engineer,Entry,Full-time,L,Technology,United States,0,5,Bachelors,Python,14,1,True,12,101574
Data Engineer,Mid,Full-time,M,Consulting,Netherlands,0,7,PhD,SQL,7,1,False,5,77233
Data Analyst,Executive,Full-time,L,Technology,Great Britain,50,21,Bootcamp,Python,7,1,True,17,129256
Research Scientist,Mid,Full-time,S,Technology,Netherlands,0,8,Bachelors,Python,3,0,False,4,118983
Data Analyst,Senior,Full-time,M,Healthcare,India,0,12,Masters,Python,9,2,True,16,28976
MLOps Engineer,Mid,Full-time,M,Government,Australia,0,6,Bachelors,SQL,9,1,True,13,89715
Data Engineer,Mid,Full-time,S,Education,Brazil,50,7,Masters,Python,10,1,False,0,20644
LLM Engineer,Senior,Full-time,L,Media,Brazil,100,10,PhD,Python,5,1,True,12,64618
Computer Vision Engineer,Mid,Full-time,M,Media,India,50,5,Self-taught,Python,9,3,False,2,29660
MLOps Engineer,Mid,Full-time,M,Healthcare,India,50,6,Bootcamp,SQL,7,6,False,0,33172
Data Engineer,Mid,Full-time,M,Finance,Canada,50,9,Self-taught,SQL,9,2,True,18,102617
AI Engineer,Entry,Full-time,L,Consulting,United States,0,3,Bachelors,SQL,4,1,False,1,100002
Analytics Engineer,Senior,Contract,M,Technology,India,0,7,Bachelors,Python,4,1,False,2,42958
Data Engineer,Mid,Full-time,M,Consulting,Australia,0,6,Masters,Python,7,1,True,10,65923
AI Engineer,Entry,Contract,M,Media,United States,100,1,Bachelors,SQL,10,3,True,8,66413
Data Scientist,Lead,Full-time,S,Finance,United States,0,17,Bachelors,Python,6,1,True,11,140344
Machine Learning Engineer,Entry,Full-time,M,Manufacturing,United States,50,3,Bootcamp,Python,6,2,True,15,85682
Machine Learning Engineer,Senior,Full-time,S,Government,Canada,50,11,Masters,SQL,3,0,False,4,101415
Data Analyst,Mid,Full-time,M,Manufacturing,United States,0,9,Masters,Scala,15,2,False,0,112478
Data Analyst,Lead,Full-time,M,Finance,Great Britain,100,14,Bachelors,Julia,11,1,True,15,104410
Data Scientist,Senior,Full-time,S,Healthcare,Great Britain,0,12,Masters,Python,10,2,True,4,125342
Data Scientist,Entry,Part-time,M,Finance,Netherlands,50,2,Unknown,Python,9,2,False,2,40223
Data Scientist,Executive,Full-time,M,Technology,India,50,18,Masters,Python,7,6,True,4,51479
Data Scientist,Mid,Full-time,M,Technology,India,0,7,Bachelors,Python,12,1,False,2,29237
Data Science Manager,Entry,Contract,L,Government,United States,0,3,Masters,Python,9,6,False,2,70112
Data Analyst,Entry,Full-time,M,Consulting,Great Britain,100,2,Bachelors,Python,8,2,True,1,67564
Data Engineer,Mid,Full-time,S,Technology,Canada,50,6,Bachelors,Java,11,2,False,2,77871
Data Science Manager,Senior,Full-time,M,Technology,Singapore,50,12,Masters,Python,4,3,False,3,126209
Data Engineer,Mid,Full-time,M,Retail,India,0,6,Bootcamp,Python,6,2,True,16,28710
Business Intelligence Analyst,Mid,Full-time,S,Energy,Great Britain,0,5,PhD,Python,8,4,True,7,57643
Data Analyst,Entry,Full-time,S,Healthcare,United States,100,3,Masters,Python,4,3,False,2,70616
Data Science Manager,Lead,Part-time,L,Finance,India,50,13,Masters,Python,13,3,True,8,46553
Machine Learning Engineer,Mid,Full-time,L,Consulting,France,0,4,Bachelors,Python,1,1,True,17,104769
Research Scientist,Mid,Full-time,S,Technology,Netherlands,50,5,Masters,Python,9,1,True,14,96378
Data Engineer,Senior,Contract,L,Manufacturing,Netherlands,0,11,Self-taught,R,4,0,False,2,85121
Data Analyst,Senior,Full-time,M,Education,United States,0,14,Bachelors,Scala,10,2,False,2,67317
Data Analyst,Mid,Full-time,S,Consulting,United States,50,4,Bachelors,Python,7,0,False,3,64417
Data Analyst,Mid,Full-time,S,Media,France,0,6,Bachelors,Java,9,1,True,14,54765
AI Engineer,Senior,Full-time,L,Healthcare,United States,100,10,Masters,Python,6,3,False,1,195213
AI Engineer,Senior,Full-time,M,Healthcare,Singapore,50,11,Masters,SQL,8,1,False,2,119247
MLOps Engineer,Lead,Full-time,L,Education,United States,50,16,Bachelors,Python,12,3,True,3,176721
Data Engineer,Mid,Full-time,M,Manufacturing,India,100,8,Self-taught,Python,13,2,True,7,42820
Data Scientist,Mid,Freelance,M,Technology,United States,50,9,Bootcamp,Python,6,1,True,7,88190
AI Engineer,Senior,Full-time,S,Consulting,United States,50,13,Bachelors,Python,7,2,True,10,137928
Data Scientist,Senior,Full-time,M,Technology,Canada,100,8,PhD,Julia,6,2,True,9,192686
Computer Vision Engineer,Mid,Full-time,M,Technology,Brazil,0,6,Bachelors,Scala,10,2,True,5,44487
Analytics Engineer,Lead,Contract,L,Energy,United States,50,14,Bachelors,Java,5,6,True,18,201746
AI Engineer,Entry,Full-time,S,Technology,United States,100,4,Bootcamp,Python,8,2,True,14,71776
Data Scientist,Mid,Full-time,M,Technology,United States,100,7,Bachelors,Java,6,4,False,1,159591
Machine Learning Engineer,Senior,Full-time,S,Retail,United States,0,8,Masters,Python,13,1,True,7,134247
Data Analyst,Mid,Full-time,S,Healthcare,India,50,9,Masters,Python,9,0,True,13,22780
Data Science Manager,Lead,Full-time,M,Finance,Singapore,0,13,Bootcamp,Java,9,1,False,5,122627
Machine Learning Engineer,Mid,Full-time,S,Media,India,50,7,Self-taught,SQL,7,0,True,7,25628
Research Scientist,Entry,Part-time,S,Government,United States,0,5,Bachelors,SQL,3,3,True,12,38092
Data Scientist,Mid,Contract,S,Healthcare,Australia,0,6,PhD,Python,9,1,False,0,78240
Machine Learning Engineer,Senior,Full-time,M,Finance,Australia,50,9,Bachelors,Python,9,2,True,14,104171
Data Analyst,Lead,Contract,S,Government,India,100,13,Self-taught,R,7,1,True,8,26171
AI Engineer,Executive,Contract,M,Consulting,Canada,50,17,Bachelors,Python,8,3,True,13,161961
Data Science Manager,Senior,Contract,M,Finance,Canada,0,10,Bachelors,Python,9,6,True,0,110181
Machine Learning Engineer,Senior,Full-time,L,Technology,India,50,6,Bachelors,R,11,5,True,11,59241
MLOps Engineer,Mid,Part-time,M,Healthcare,United States,0,8,Masters,Python,1,0,False,0,63867
Data Scientist,Entry,Full-time,L,Technology,Canada,50,1,Bachelors,Python,7,0,True,9,80003
Data Analyst,Mid,Full-time,L,Technology,Australia,0,6,Bachelors,SQL,8,1,True,11,96275
Data Scientist,Mid,Full-time,L,Technology,United States,50,6,Bachelors,Python,6,1,True,13,122472
Data Analyst,Entry,Full-time,M,Manufacturing,United States,50,6,Masters,SQL,5,0,False,2,46987
Data Analyst,Mid,Full-time,L,Education,India,100,7,Bachelors,Python,10,2,False,2,22040
Research Scientist,Executive,Full-time,S,Technology,Spain,50,14,Masters,Python,10,5,True,9,146763
Machine Learning Engineer,Mid,Full-time,M,Media,Canada,100,4,Bachelors,Python,8,1,False,3,87416
AI Engineer,Entry,Full-time,M,Healthcare,United States,0,2,Masters,SQL,4,1,True,8,92530
AI Engineer,Entry,Full-time,S,Healthcare,United States,100,2,PhD,Python,6,3,False,2,87278
Data Engineer,Senior,Full-time,M,Finance,India,50,10,Masters,Python,5,4,True,10,54307
Business Intelligence Analyst,Entry,Full-time,L,Education,United States,0,1,Masters,Python,7,1,True,0,75618
Machine Learning Engineer,Senior,Freelance,M,Consulting,United States,0,11,Masters,R,6,1,True,12,159955
Business Intelligence Analyst,Executive,Full-time,M,Finance,United States,0,15,Bachelors,Python,8,2,False,3,201087
Analytics Engineer,Senior,Full-time,M,Consulting,Australia,0,0,Masters,Python,5,1,True,12,105077
MLOps Engineer,Senior,Full-time,S,Healthcare,India,0,6,PhD,Python,6,1,True,9,38210
Machine Learning Engineer,Executive,Full-time,L,Consulting,United States,0,21,Bachelors,Scala,5,2,True,13,281948
LLM Engineer,Mid,Full-time,L,Healthcare,Canada,50,4,Bootcamp,Python,8,0,True,14,109045
MLOps Engineer,Mid,Freelance,L,Retail,Great Britain,50,5,Masters,SQL,9,2,False,2,88559
Analytics Engineer,Senior,Contract,S,Technology,United States,100,12,Bootcamp,Python,5,2,True,8,120814
Data Scientist,Lead,Full-time,L,Retail,Great Britain,100,11,Bootcamp,Python,8,6,True,14,114590
Data Engineer,Senior,Full-time,L,Energy,Spain,0,10,Bachelors,Python,8,2,True,5,80353
Research Scientist,Mid,Freelance,L,Consulting,India,0,9,Bachelors,SQL,15,3,True,7,27855
Data Scientist,Mid,Full-time,S,Government,Netherlands,0,3,Unknown,Python,9,2,False,4,51432
Machine Learning Engineer,Senior,Contract,S,Finance,India,0,9,Self-taught,SQL,6,0,False,3,29035
AI Engineer,Lead,Full-time,S,Technology,United States,100,10,Bachelors,Python,8,2,True,12,276550
Data Analyst,Entry,Full-time,L,Education,United States,50,5,Bachelors,SQL,6,2,True,8,59053
Data Engineer,Lead,Full-time,L,Finance,Great Britain,0,14,Bachelors,SQL,9,1,True,13,156152
MLOps Engineer,Entry,Full-time,M,Technology,United States,50,1,Bachelors,SQL,9,0,True,14,69774
Data Scientist,Entry,Full-time,S,Healthcare,Germany,100,2,PhD,R,8,3,False,1,38828
Data Scientist,Mid,Contract,L,Technology,Canada,100,6,Bachelors,Python,10,1,True,7,110186
Computer Vision Engineer,Entry,Full-time,L,Finance,Brazil,100,0,Masters,Python,8,2,False,0,33444
MLOps Engineer,Senior,Full-time,S,Healthcare,Netherlands,0,9,Bootcamp,Python,14,1,False,0,85372
AI Engineer,Mid,Full-time,M,Consulting,India,50,6,Bachelors,Python,11,2,False,4,27566
Analytics Engineer,Mid,Full-time,M,Consulting,Germany,100,6,Bachelors,SQL,5,2,True,18,66216
Data Analyst,Lead,Full-time,S,Retail,India,0,17,Masters,Python,9,1,True,8,31396
MLOps Engineer,Mid,Full-time,S,Technology,India,100,8,Bachelors,Python,5,3,True,6,36148
AI Engineer,Senior,Full-time,M,Consulting,India,0,8,Masters,SQL,13,1,True,6,51831
Data Engineer,Mid,Full-time,M,Government,Great Britain,0,6,Masters,Python,5,2,False,1,57387
Data Engineer,Senior,Full-time,L,Manufacturing,United States,50,11,Bachelors,Python,6,0,True,8,121187
Machine Learning Engineer,Entry,Full-time,L,Technology,India,0,2,Bachelors,Python,5,2,True,13,25875
Data Scientist,Senior,Full-time,M,Manufacturing,Germany,0,11,Masters,SQL,4,3,True,7,159412
MLOps Engineer,Senior,Full-time,M,Government,Poland,100,11,Self-taught,Python,8,3,True,8,52841
Computer Vision Engineer,Mid,Contract,M,Technology,Canada,0,2,Bachelors,Python,9,1,False,3,89556
Business Intelligence Analyst,Lead,Full-time,M,Media,United States,0,16,Masters,Scala,13,2,True,9,143638
AI Engineer,Senior,Freelance,L,Healthcare,India,100,12,PhD,Python,7,1,True,3,43371
Data Analyst,Mid,Full-time,S,Technology,United States,50,8,Bachelors,R,9,3,True,10,100986
Data Scientist,Senior,Full-time,M,Technology,Spain,0,11,Bachelors,Scala,12,2,False,6,57938
AI Engineer,Mid,Full-time,L,Consulting,Great Britain,0,6,Bachelors,Rust,3,0,False,3,96511
Data Analyst,Mid,Contract,S,Finance,Germany,0,11,Bootcamp,Python,6,0,True,12,70197
Data Engineer,Mid,Full-time,M,Manufacturing,India,50,5,Masters,Python,8,1,True,9,29576
Research Scientist,Senior,Full-time,M,Technology,Australia,0,11,Bachelors,Python,6,3,True,3,177926
Data Scientist,Senior,Full-time,M,Consulting,United States,50,9,Masters,Python,13,1,True,4,157530
AI Engineer,Senior,Full-time,L,Technology,United States,0,12,Bachelors,Python,4,2,True,8,175687
Analytics Engineer,Executive,Full-time,L,Consulting,Great Britain,100,19,Masters,SQL,7,1,True,11,196852
Data Scientist,Senior,Full-time,M,Healthcare,Great Britain,0,12,Masters,R,5,2,True,7,102699
AI Engineer,Mid,Full-time,L,Finance,Singapore,0,7,Bootcamp,Python,9,1,True,16,74926
MLOps Engineer,Senior,Full-time,S,Technology,United States,0,9,Bachelors,Python,6,5,True,12,138058
Machine Learning Engineer,Senior,Full-time,S,Government,United States,100,13,PhD,Python,9,1,True,14,179658
Data Engineer,Senior,Full-time,M,Finance,France,50,10,Bachelors,Python,8,2,False,0,151318
Data Analyst,Senior,Full-time,M,Technology,Germany,50,8,Bachelors,Rust,9,1,False,0,65737
Data Science Manager,Lead,Full-time,M,Healthcare,France,100,11,Bachelors,Python,8,3,False,3,98896
Data Engineer,Lead,Full-time,L,Healthcare,United States,0,17,Masters,Python,7,4,True,7,230953
Data Analyst,Executive,Full-time,M,Healthcare,United States,100,20,Bachelors,Scala,3,3,True,14,184821
Data Scientist,Senior,Full-time,M,Media,United States,0,12,Masters,Python,8,2,False,4,146722
Data Analyst,Lead,Full-time,L,Technology,United States,0,14,Bachelors,Python,10,3,True,12,162358
LLM Engineer,Mid,Full-time,S,Technology,India,50,8,Bachelors,SQL,7,1,True,7,51506
Data Analyst,Senior,Contract,M,Finance,Great Britain,50,11,Masters,Python,6,3,True,20,76991
Research Scientist,Lead,Full-time,M,Technology,Canada,100,12,Bachelors,Python,8,2,True,18,130595
Computer Vision Engineer,Mid,Full-time,L,Finance,United States,0,8,Masters,Python,11,2,True,13,188628
Data Engineer,Entry,Contract,M,Energy,France,100,1,Bootcamp,Python,1,1,True,15,40015
AI Engineer,Mid,Full-time,S,Technology,Canada,0,5,PhD,R,6,3,True,10,109850
Data Analyst,Mid,Full-time,M,Finance,Australia,0,8,Masters,Python,9,3,False,1,75669
Data Analyst,Entry,Full-time,S,Technology,India,0,1,Bachelors,Julia,7,1,False,1,16085
Data Engineer,Senior,Full-time,M,Technology,United States,0,7,Bachelors,Python,2,1,True,18,148427
MLOps Engineer,Mid,Full-time,M,Technology,United States,50,6,Masters,SQL,7,1,False,0,107369
Machine Learning Engineer,Entry,Full-time,S,Consulting,Brazil,100,1,Masters,Python,8,2,True,10,31370
LLM Engineer,Mid,Contract,L,Finance,United States,0,7,PhD,SQL,9,1,False,4,220040
Analytics Engineer,Mid,Full-time,M,Finance,United States,100,7,Masters,Python,12,4,False,1,124490
AI Engineer,Entry,Full-time,M,Media,United States,100,3,Masters,SQL,7,0,True,6,119651
Machine Learning Engineer,Mid,Full-time,L,Technology,Australia,100,7,Masters,Python,12,2,True,6,117970
AI Engineer,Mid,Full-time,L,Technology,Canada,0,8,Bootcamp,Python,6,3,True,17,108407
Machine Learning Engineer,Entry,Full-time,M,Healthcare,Germany,0,3,Bachelors,Python,6,0,True,8,69606
Machine Learning Engineer,Entry,Full-time,M,Technology,Great Britain,50,0,Masters,SQL,11,2,True,15,68788
Data Engineer,Senior,Full-time,M,Technology,Canada,100,14,Bachelors,R,9,0,True,14,140958
Data Analyst,Senior,Full-time,M,Healthcare,Germany,0,10,Unknown,SQL,9,0,False,5,61501
Data Science Manager,Entry,Full-time,S,Media,Germany,100,3,Bachelors,Python,6,1,True,10,59018
Data Scientist,Senior,Full-time,L,Energy,United States,100,7,Masters,Python,6,1,True,14,208392
Data Scientist,Senior,Full-time,S,Education,United States,100,12,Masters,Python,9,0,True,14,108778
Data Scientist,Senior,Full-time,S,Energy,United States,50,10,PhD,Python,13,2,True,12,136373
Data Engineer,Senior,Full-time,M,Technology,United States,50,10,Bootcamp,R,9,1,True,9,181156
Machine Learning Engineer,Senior,Freelance,M,Technology,United States,0,13,Bachelors,Python,8,2,True,13,137499
Data Engineer,Mid,Full-time,M,Healthcare,Netherlands,0,7,PhD,Python,13,3,True,8,101462
Analytics Engineer,Mid,Full-time,M,Retail,United States,50,9,Bachelors,Python,8,2,False,4,100294
Data Engineer,Mid,Full-time,M,Manufacturing,Netherlands,100,5,Masters,Julia,9,1,True,16,92543
Data Scientist,Senior,Full-time,M,Healthcare,India,0,12,Bachelors,Python,9,2,True,9,40763
Machine Learning Engineer,Mid,Full-time,M,Education,United States,0,5,PhD,Scala,9,1,False,1,110694
Machine Learning Engineer,Mid,Full-time,L,Technology,United States,50,3,Self-taught,Python,8,4,True,8,111726
Machine Learning Engineer,Mid,Freelance,M,Consulting,Great Britain,0,5,Self-taught,Python,11,2,True,10,73554
Data Engineer,Mid,Full-time,L,Education,Netherlands,0,4,Masters,Python,8,1,True,8,78195
Machine Learning Engineer,Executive,Full-time,L,Technology,Netherlands,100,18,Bachelors,Python,10,1,True,14,254929
Data Engineer,Mid,Full-time,M,Technology,United States,50,3,Bachelors,Scala,6,1,True,12,127316
Data Analyst,Senior,Full-time,S,Finance,United States,100,7,Bachelors,Julia,6,0,True,10,96214
Data Engineer,Entry,Full-time,L,Retail,United States,50,1,Masters,Python,9,1,False,2,76434
Research Scientist,Mid,Full-time,M,Media,Canada,0,6,Bachelors,Python,7,0,True,9,74877
Data Science Manager,Executive,Full-time,M,Technology,India,0,20,Self-taught,Python,7,1,True,11,55672
Machine Learning Engineer,Senior,Full-time,M,Finance,France,0,9,Bootcamp,Python,9,3,True,6,116622
Machine Learning Engineer,Senior,Full-time,M,Education,Great Britain,50,10,Masters,Julia,4,0,True,10,89856
Data Analyst,Entry,Full-time,L,Energy,India,0,4,Bootcamp,SQL,10,0,True,13,19836
Data Engineer,Senior,Full-time,S,Education,India,50,11,Masters,Python,7,1,True,7,36213
Business Intelligence Analyst,Mid,Full-time,L,Finance,United States,100,8,PhD,Python,5,3,True,10,132660
Data Analyst,Entry,Freelance,L,Media,Great Britain,100,3,Bachelors,SQL,4,2,False,3,45864
Machine Learning Engineer,Mid,Contract,M,Healthcare,Germany,50,6,Bachelors,Python,9,2,True,8,85518
